更新时间,#genre#
20250607-17-39-28,url


RespoTime,whitelist,#genre#
490.13ms,湖北卫视,http://144.255.44.61:7788/udp/239.21.1.163:5002
490.15ms,东森美洲卫视,https://stream1.freetv.fun/dong-sen-mei-zhou-wei-shi-1.m3u8
490.16ms,CCTV13,http://218.92.37.174:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
490.16ms,云南卫视,https://stream1.freetv.fun/a04a45e12d2c082211a9ea543178283a7273f149409adcaa4aff250153742883.m3u8
490.18ms,CCTV13-新闻,https://stream1.freetv.fun/5faa47be190587cc85b9a83523c5bff88b5440ff623beb37d113818557a34903.m3u8
490.18ms,湖州公共,https://stream1.freetv.fun/hu-zhou-gong-gong-1.m3u8
490.19ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-7.m3u8
490.21ms,安徽卫视,http://221.234.128.5:4022/rtp/239.69.1.70:10060
490.22ms,天津卫视,http://115.150.82.17:8688/udp/239.252.220.61:5140
490.22ms,快乐垂钓,http://115.150.82.17:8688/udp/239.252.220.177:5140
490.25ms,辽宁卫视,http://175.0.78.209:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
490.25ms,湖南经视,https://stream1.freetv.fun/hu-nan-jing-shi-11.m3u8
490.27ms,CCTV兵器科技,http://221.234.128.5:4022/rtp/239.69.1.79:10114
490.29ms,CCTV8-电视剧,http://home.yulei.online:9999/udp/226.0.2.25:8112
490.29ms,河北卫视,https://stream1.freetv.fun/53800b472ac1869f0e75f5c2b17fdee144590e10b746f523425fd6ee5cc9b490.m3u8
490.31ms,CCTV5,http://175.0.78.209:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
490.34ms,CCTV世界地理,http://221.234.128.5:4022/rtp/239.69.1.91:10186
490.39ms,佛山公共,https://stream1.freetv.fun/fo-shan-gong-gong-27.ctv
490.42ms,CHC家庭影院,https://stream1.freetv.fun/chc-jia-ting-ying-yuan-2.ctv
490.45ms,天津卫视,http://58.221.214.82:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
490.46ms,武汉一台新闻综合,https://stream1.freetv.fun/wu-yi-yi-tai-xin-wen-zong-he-4.m3u8
490.47ms,江夏新闻综合,https://stream1.freetv.fun/jiang-xia-xin-wen-zong-he-5.m3u8
490.48ms,浙江卫视,http://221.234.128.5:4022/rtp/239.254.96.143:8932
490.49ms,吉林卫视,http://36.136.38.87:9901/tsfile/live/0116_1.m3u8
490.50ms,CCTV7-国防军事,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8
490.52ms,河北卫视,http://221.234.128.5:4022/rtp/239.254.96.113:9616
490.53ms,三沙卫视,http://111.196.129.187:20000/rtp/239.3.1.155:4120
490.55ms,湖南教育,https://stream1.freetv.fun/hu-nan-jiao-yu-6.ctv
490.55ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-19.ctv
490.59ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-23.m3u8
490.59ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-15.ctv
490.61ms,山东卫视,https://stream1.freetv.fun/c98c710b867198d8033667e191f55f8c562aed0832e4a4e9c239f864f1068d02.m3u8
490.62ms,CCTV5-体育,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8
490.63ms,CCTV3-综艺,https://stream1.freetv.fun/b670e71aa7496c31573fb6634748c2aa292b1dfa63656d10f2bbdb33b49a23fd.m3u8
490.65ms,湖南电视剧,http://175.155.106.72:89/live1/live1.m3u8?zsicd
490.67ms,安徽:合肥新闻频道,http://117.57.33.143:4022/rtp/238.1.78.111:6760
490.68ms,浙江卫视,https://stream1.freetv.fun/98c2b365be87cf4c2159356795b46f802156d44b9752f5948ae7f2b3b7f323f0.m3u8
490.68ms,衢江新闻综合,https://stream1.freetv.fun/qu-jiang-xin-wen-zong-he-3.m3u8
490.69ms,四川卫视,http://221.234.128.5:4022/rtp/239.69.1.169:10650
490.72ms,江苏卫视,http://111.194.11.134:8188/rtp/239.3.1.135:8028
490.73ms,天津卫视,http://113.15.109.216:59901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
490.74ms,山西卫视,http://110.7.131.4:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
490.74ms,北京生活,http://221.223.16.75:58888/rtp/239.3.1.117:8000
490.78ms,CCTV兵器科技,http://119.98.98.208:4022/rtp/239.69.1.79:10114
490.78ms,黑龙江少儿,https://stream1.freetv.fun/ipv6-hei-long-jiang-shao-er-9.m3u8
490.81ms,梨园频道,http://115.150.82.17:8688/udp/239.252.220.179:5140
490.81ms,CCTV12-社会与法,http://58.19.38.162:9901/tsfile/live/0012_1.m3u8
490.81ms,广西卫视,http://58.57.40.22:9901/tsfile/live/1049_1.m3u8
490.83ms,IPTV相声小品,http://115.150.82.17:8688/rtp/239.252.220.146:5140
490.86ms,CCTV7-国防军事,https://stream1.freetv.fun/1497132229191e91b3639d978c24027b562370a170c05be96cd98927c947fc00.m3u8
490.88ms,湖南经视,https://stream1.freetv.fun/hu-nan-jing-shi-9.m3u8
490.92ms,河南武术世界,http://221.234.128.5:4022/rtp/239.69.1.47:9922
490.94ms,北京IPTV4K超清,http://111.193.238.3:9999/rtp/239.3.1.249:8001
490.96ms,湖北综合,http://119.98.98.208:4022/rtp/239.69.1.42:9892
490.97ms,安徽卫视,http://1.24.190.122:1080/hls/85/index.m3u8
490.98ms,安徽:义安新闻综合,http://117.57.33.143:4022/rtp/238.1.78.211:7560
490.99ms,山东卫视,https://stream1.freetv.fun/81a4a1600b213a26729f9e24d8381601889787ef3447b8a5dd0566e7e182b285.m3u8
490.99ms,金鹰纪实,http://ik6.iptv8.net:8888/udp/225.1.4.172:1711
491.00ms,宁夏卫视,https://stream1.freetv.fun/5b1c9dac9813c114b3edb5a667d5def01e6dc960f1b9ca0fd3f45cb78fc633c9.m3u8
491.01ms,江苏卫视,http://58.50.156.176:4022/rtp/239.254.96.144:8938
491.05ms,黑龙江新闻法治,https://stream1.freetv.fun/hei-long-jiang-xin-wen-fa-zhi-13.m3u8
491.12ms,CCTV14-少儿,http://58.19.38.162:9901/tsfile/live/0014_1.m3u8
491.12ms,黑龙江卫视,http://222.64.121.177:58888/udp/239.45.3.232:5140
491.13ms,北京卫视,http://221.223.16.75:58888/rtp/239.3.1.241:8000
491.13ms,重庆卫视,http://221.223.16.75:58888/rtp/239.3.1.122:8160
491.14ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-13.m3u8
491.19ms,天津卫视,http://221.223.16.75:58888/rtp/239.3.1.141:1234
491.22ms,哈哈炫动,https://stream1.freetv.fun/ipv6-ha-ha-xuan-dong-24.m3u8
491.26ms,山东新闻,http://123.129.70.178:9901/tsfile/live/1000_1.m3u8
491.35ms,天津卫视,http://123.129.70.178:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
491.44ms,北京卫视,http://111.196.129.187:20000/rtp/239.3.1.241:8000
491.45ms,北京卫视,http://58.57.40.22:9901/tsfile/live/1032_1.m3u8
491.46ms,CCTV6-电影,http://218.3.138.25:1111/tsfile/live/1005_1.m3u8
491.47ms,江西卫视,http://36.136.38.87:9901/tsfile/live/0138_1.m3u8
491.47ms,浙江卫视,https://stream1.freetv.fun/3bcf99d2946ccf8b6feabbc8298a4630913b805d5965a209a4d2de2ae9ffc79f.m3u8
491.49ms,CCTV3-综艺,http://60.2.190.206:4000/udp/239.253.92.191:6057
491.52ms,北京卫视,http://111.194.11.134:8188/rtp/239.3.1.241:8000
491.52ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-18.m3u8
491.53ms,黑龙江卫视,http://home.yulei.online:9999/udp/226.0.2.48:8296
491.54ms,吉林卫视,http://home.yulei.online:9999/udp/226.0.2.199:9504
491.55ms,通州融媒,http://111.193.238.3:9999/rtp/239.3.1.221:8001
491.55ms,吉林卫视,http://222.64.121.177:58888/udp/239.45.0.6:5140
491.56ms,黑龙江卫视,http://nas.hssvm.com:8888/udp/225.1.1.115:5002
491.56ms,湖北公共,https://stream1.freetv.fun/hu-bei-gong-gong-3.m3u8
491.59ms,兵团卫视,https://stream1.freetv.fun/636fa06ced97f72a0f4b963dd068edeab5a7e8ae7c57d70b58e59389dded81d0.m3u8
491.60ms,湖南电影,https://stream1.freetv.fun/hu-nan-dian-ying-7.m3u8
491.61ms,辽宁卫视,http://111.193.238.3:9999/rtp/239.3.1.210:8056
491.62ms,黑龙江卫视,http://113.15.109.216:59901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
491.62ms,三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-29.m3u8
491.62ms,重庆卫视,http://119.98.98.208:4022/rtp/239.69.1.149:10530
491.63ms,宁夏卫视,https://stream1.freetv.fun/b3363040c57368928cb5d235ccc1a3b79bb3faccdeb1edbff8113e94dcd09284.m3u8
491.65ms,广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8
491.66ms,内蒙古卫视,https://stream1.freetv.fun/daa114e9aa94419a7d056b8b1821b485e3d06bb348a9f010b557499d8ce9e2cf.m3u8
491.68ms,海南卫视,http://1.196.152.44:2010/rtp/239.16.20.97:10970
491.69ms,第六集,https://yzzy.play-cdn7.com/20221013/22691_3a9e8ff7/index.m3u8
491.74ms,广东珠江,http://218.15.183.23:9901/tsfile/live/23009_1.m3u8
491.75ms,山东体育,http://123.129.70.178:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
491.76ms,浙江卫视,https://stream1.freetv.fun/de894822c716882fdc3ccde13a1df6ab170cc15d56ed820dd683a6fd9a9ac182.m3u8
491.78ms,吉林卫视,http://123.115.118.228:9000/rtp/239.3.1.240:8172
491.78ms,动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-6.m3u8
491.79ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-28.m3u8
491.80ms,CCTV13-新闻,https://stream1.freetv.fun/6c3eb3f2f4adaa7c716d4602af1f0d7e294437580e802176bd313bb9dc4b07ae.m3u8
491.83ms,浙江卫视,http://home.yulei.online:9999/rtp/226.0.2.144:9064
491.88ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-4.ctv
491.89ms,四川卫视,http://116.117.105.163:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
491.90ms,河南卫视,https://stream1.freetv.fun/ea842ab34e6da31e0eae5bd8be6c4b7d67f0b0c214efaca7ff2c5a1718f7fe55.m3u8
491.92ms,厦门卫视,https://stream1.freetv.fun/b141ea6ce9d451944bdbb8a936f68e89d95ae4084af344105a486cd0d717debd.m3u8
491.93ms,云南卫视,https://stream1.freetv.fun/c0407d14e70f9c1bdefe20bce70e50163a638aab3cfc26c2f10d4057d5a41314.m3u8
491.93ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-13.ctv
492.04ms,深圳卫视,http://111.196.129.187:20000/rtp/239.3.1.134:8020
492.04ms,湖北卫视,http://123.115.118.228:9000/rtp/239.3.1.138:8044
492.06ms,深圳卫视,http://123.115.118.228:9000/rtp/239.3.1.134:8020
492.14ms,CHC家庭影院,http://58.50.156.176:4022/rtp/239.69.1.243:11100
492.19ms,辽宁卫视,http://58.50.156.176:4022/rtp/239.69.1.71:10066
492.19ms,河南卫视,http://36.136.38.87:9901/tsfile/live/0139_1.m3u8
492.20ms,海南卫视,http://adsl03.ccj.gohome.link:55556/rtp/239.3.1.45:8304
492.21ms,天津卫视,http://123.115.118.228:9000/rtp/239.3.1.141:1234
492.21ms,CHC家庭影院,https://stream1.freetv.fun/ipv6-chcjia-ting-ying-yuan-18.m3u8
492.22ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-2.ctv
492.23ms,金鹰卡通,http://nas.hssvm.com:8888/udp/225.1.2.236:5002
492.23ms,荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8?zzhongqd
492.25ms,安徽:广德生活频道,http://117.57.33.143:4022/rtp/238.1.78.213:7576
492.26ms,CCTV8-电视剧,https://stream1.freetv.fun/1f59b75f4959b505bb081a3ce8ae81372431e7ebccf9d9139416d0148e0ad0cc.m3u8
492.26ms,浙江卫视,http://home.yulei.online:9999/udp/226.0.2.36:8200
492.27ms,海南卫视,http://60.2.190.206:4000/udp/239.253.93.155:6323
492.35ms,内蒙古卫视,http://111.194.11.134:8188/rtp/239.3.1.43:8176
492.35ms,青海卫视,http://home.yulei.online:9999/udp/226.0.2.59:8384
492.37ms,三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-50.m3u8
492.40ms,江西卫视,http://home.yulei.online:9999/rtp/226.0.2.54:8344
492.45ms,CCTV5+体育赛事,http://121.17.146.34:50003/hls/21/index.m3u8
492.48ms,安徽卫视,http://home.yulei.online:9999/rtp/226.0.2.145:9072
492.50ms,云南卫视,https://stream1.freetv.fun/51c27038e64ef03476e69bceec9370d3b9eab7f16b83f3805c1f0876143197e8.m3u8
492.51ms,安徽:泗县新闻频道,http://117.57.33.143:4022/rtp/238.1.78.193:7416
492.53ms,新疆卫视,https://stream1.freetv.fun/b018a738e4f4c556296cf873999c9652fa3a0afb20a39907e6653036e2cb0c15.m3u8
492.59ms,湖南都市,https://stream1.freetv.fun/hu-nan-du-shi-14.m3u8
492.60ms,科教影视,http://123.159.125.118:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
492.61ms,CCTV10-科教,http://175.0.78.209:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
492.62ms,CCTV11-戏曲,https://stream1.freetv.fun/ac135f3f5e389db99311c5a5acf9e673707e60b26de5f34a4035377c59d4a316.m3u8
492.64ms,梨园频道,http://60.2.190.206:4000/udp/239.253.92.152:8086
492.66ms,湖南卫视,http://123.130.84.106:8154/tsfile/live/0128_1.m3u8
492.66ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-5.m3u8
492.69ms,山东卫视,http://58.50.156.176:4022/rtp/239.69.1.69:10054
492.72ms,CCTV5-体育,https://stream1.freetv.fun/7a51eefc4df7745a608d008a9d2d36214eb296350d1977622eb0cc88b0f38d10.m3u8
492.74ms,广西卫视,http://home.yulei.online:9999/udp/226.0.2.46:8280
492.74ms,黑龙江卫视,http://123.115.118.228:9000/rtp/239.3.1.133:8016
492.74ms,佛山影视,https://stream1.freetv.fun/fo-shan-ying-shi-21.ctv
492.77ms,东方卫视,http://110.7.130.241:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
492.78ms,河北卫视,http://113.15.109.216:59901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
492.81ms,浙江卫视,http://111.194.11.134:8188/rtp/239.3.1.137:8036
492.84ms,邢台综合,https://stream1.freetv.fun/xing-tai-zong-he-2.m3u8
492.86ms,CCTV风云足球,http://nas.hssvm.com:8888/udp/225.1.1.181:5002
492.86ms,东方卫视,https://stream1.freetv.fun/f7dbe1c63708bf3d7446f107113f8f7caace69b8a9c5b761ae2abd7f4a0e02b1.m3u8
492.86ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-gao-qing-1.m3u8
492.86ms,山西卫视,http://119.62.45.46:9901/tsfile/live/0118_1.m3u8
492.89ms,河南卫视,http://58.50.156.176:4022/rtp/239.69.1.168:10644
492.90ms,湖南卫视,http://58.50.156.176:4022/rtp/239.254.96.139:8908
492.90ms,上海游戏风云,http://111.224.75.120:4022/rtp/239.254.201.163:6354
492.91ms,淘电影,http://123.115.118.228:9000/rtp/239.3.1.250:8001
492.92ms,CCTV7-国防军事,http://60.2.190.206:4000/udp/239.253.92.194:6059
492.92ms,河北卫视,https://stream1.freetv.fun/2b088a863c5484c04d09be1ed6aeb7578ff6c7724fa0cb33425022ad50283155.m3u8
492.96ms,浙江卫视,http://60.2.190.206:4000/udp/239.253.92.90:8020
492.97ms,北京卫视,http://111.193.238.3:9999/rtp/239.3.1.241:8000
492.99ms,湖南卫视,http://221.226.4.10:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
493.00ms,重庆卫视,http://123.130.84.106:8154/tsfile/live/0142_1.m3u8
493.05ms,重庆卫视,http://123.115.118.228:9000/rtp/239.3.1.122:8160
493.09ms,湖北卫视,https://stream1.freetv.fun/11a27a1eb12a1c6020ea2f80804d50db752fbd4c2c7cf3c456dd309d9033a98c.m3u8
493.09ms,浙江钱江,https://stream1.freetv.fun/zhe-jiang-qian-jiang-du-shi-1.m3u8
493.11ms,贵州卫视,http://222.64.121.177:58888/udp/239.45.1.80:5140
493.17ms,湖北生活,https://stream1.freetv.fun/hu-bei-sheng-huo-6.ctv
493.22ms,云南卫视,https://stream1.freetv.fun/79761b22134498d5af661983f1ce5c452c871720d482d3c5ad853a5478b99dc7.m3u8
493.25ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-24.m3u8
493.27ms,青海卫视,http://36.136.38.87:9901/tsfile/live/0003_1.m3u8
493.29ms,东方卫视,http://58.50.156.176:4022/rtp/239.254.96.142:8926
493.30ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-33.m3u8
493.30ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-2.m3u8
493.33ms,阳新综合,http://221.234.128.5:4022/rtp/239.69.1.34:9844
493.33ms,江苏卫视,http://123.115.118.228:9000/rtp/239.3.1.135:8028
493.37ms,CCTV13-新闻,http://112.123.206.32:808/hls/13/index.m3u8
493.38ms,河北卫视,https://stream1.freetv.fun/884c6d4ded2283eb082fa69cf468a4fc68683b8ce7aab1ac1170f71744732af9.m3u8
493.41ms,嘉佳卡通,http://111.196.129.187:20000/rtp/239.3.1.147:9268
493.42ms,CCTV10,http://221.213.91.71:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
493.42ms,北京卫视,https://stream1.freetv.fun/d72c92b51bcf39a00530b020cb2e90b28e57622feff7e4915cacde3469c044fd.m3u8
493.47ms,北京卫视,http://36.136.38.87:9901/tsfile/live/0122_1.m3u8
493.47ms,河南卫视,https://stream1.freetv.fun/ffacac75a2b34de3a026876e5d859a03fd4b3e011f9ccf610b1be7dbec46a5a7.m3u8
493.51ms,佛山公共,https://stream1.freetv.fun/fo-shan-gong-gong-25.ctv
493.53ms,新疆卫视,https://stream1.freetv.fun/da52b6cfd3a71c8ecd1c54fbc2e4b214f7a67159546214a08663ae1a88330361.m3u8
493.55ms,优漫卡通,http://58.221.214.82:9901/tsfile/live/0008_2.m3u8
493.56ms,求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-15.m3u8
493.56ms,金鹰卡通,http://119.62.45.46:9901/tsfile/live/1025_1.m3u8
493.57ms,广东新闻,http://113.101.119.50:808/hls/106/index.m3u8
493.59ms,浙江卫视,https://stream1.freetv.fun/3674992f7e26c934871ca5ce9cdcf0be39a13a863c537f76b3ac22cc10e61e11.m3u8
493.63ms,宁夏卫视,http://119.62.45.46:9901/tsfile/live/0112_1.m3u8
493.66ms,北京IPTV淘剧场,http://111.196.129.187:20000/rtp/239.3.1.95:8001
493.66ms,浙江教育,http://ali-vl.cztv.com/channels/lantian/channel004/360p.m3u8
493.67ms,深圳卫视,http://115.149.139.141:10001/tsfile/live/1032_1.m3u8
493.71ms,CCTV15-音乐,http://116.9.204.242:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
493.72ms,江苏卫视,http://119.62.45.46:9901/tsfile/live/0127_1.m3u8
493.73ms,CCTV4-中文国际,https://stream1.freetv.fun/6caa56fec0c41d3a0a710a1d0bfcda38105e22d8e4110fabf7ab91a3f203f901.m3u8
493.75ms,山东教育卫视,http://111.193.238.3:9999/rtp/239.3.1.52:4120
493.77ms,安徽:亳州农村频道,http://117.57.33.143:4022/rtp/238.1.78.129:6904
493.78ms,新疆卫视,https://stream1.freetv.fun/e7a053abe997b38ab5da298dbe0ab1b78baee99b05594e77c3f2375af55027c8.m3u8
493.79ms,山东卫视,http://221.213.91.71:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
493.79ms,辽宁卫视,http://61.136.172.236:9901/tsfile/live/0121_1.m3u8
493.83ms,CCTV11-戏曲,https://stream1.freetv.fun/c582369f1cbc0a3d932f6f6b04fbdee2da4f94b2f00d0ae29d3cd8e950dd1a34.m3u8
493.83ms,贵州卫视,https://stream1.freetv.fun/db48e282b6197afb8d7dfad3521a2bc9996f1e8b28a2a0b89ed1189c813617e1.m3u8
493.84ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-15.m3u8
493.85ms,东南卫视,http://home.yulei.online:9999/rtp/226.0.2.188:9416
493.86ms,CCTV14-少儿,https://stream1.freetv.fun/434a2477095cfbf70002e6227c044b94ee1aadb84750977ca5db1af4e09a53eb.m3u8
493.87ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-3.m3u8
493.89ms,安徽卫视,https://stream1.freetv.fun/3db6340e04c19913bc16b227b8547df71fa7b082907bd6242e7dd09d35661e8e.m3u8
493.97ms,西藏卫视,http://61.138.128.226:19901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
494.01ms,安徽卫视,http://121.17.146.34:50003/hls/46/index.m3u8
494.01ms,优漫卡通,https://stream1.freetv.fun/you-man-qia-tong-29.m3u8
494.06ms,新疆卫视,https://stream1.freetv.fun/5027603861b7d683b3efa4458d7b350b4496e3f0fa64e93b2621fd54e360a1de.m3u8
494.10ms,黑龙江卫视,http://60.2.190.206:4000/udp/239.253.92.85:8016
494.10ms,广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8
494.12ms,新疆卫视,http://111.194.11.134:8188/rtp/239.3.1.48:8160
494.13ms,贵州卫视,http://119.62.45.46:9901/tsfile/live/0120_1.m3u8
494.20ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-40.m3u8
494.21ms,CCTV10-科教,https://stream1.freetv.fun/cc782ceeaaa1103be2593c8ad493ee337d4abd4f903f28d9fa21016020914069.m3u8
494.25ms,CCTV5-体育,http://nas.hssvm.com:8888/udp/225.1.1.170:5002
494.25ms,三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-11.m3u8
494.31ms,安徽卫视,https://stream1.freetv.fun/4078e7515acfeb817260423a635931b5dafb07af568fe27dedb729f35491040a.m3u8
494.33ms,重庆卫视,http://119.62.45.46:9901/tsfile/live/0142_1.m3u8
494.34ms,浙江新闻,http://ali-vl.cztv.com/channels/lantian/channel007/360p.m3u8
494.35ms,北京生活频道,http://111.196.129.187:20000/rtp/239.3.1.117:8000
494.35ms,蔡甸综合,http://221.234.128.5:4022/rtp/239.69.1.245:11112
494.35ms,山东卫视,http://dms.yryyj.site:8188/udp/239.76.246.195:1234
494.37ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-37.ctv
494.38ms,青海卫视,https://stream1.freetv.fun/7e3962f35a8b86e1396f1ac3a1a18a0fa6965b348b567281c7b6725f4753fdc1.m3u8
494.39ms,河南卫视,http://222.64.121.177:58888/udp/239.45.0.3:5140
494.43ms,安徽:界首综合频道,http://117.57.33.143:4022/rtp/238.1.78.195:7432
494.43ms,黑龙江卫视,http://121.17.146.34:50003/hls/44/index.m3u8
494.44ms,辽宁卫视,http://1.196.152.44:2010/rtp/239.16.20.95:10950
494.47ms,CHC动作电影,https://stream1.freetv.fun/ipv6-chcdong-zuo-dian-ying-4.m3u8
494.50ms,四川卫视,http://36.136.38.87:9901/tsfile/live/0123_1.m3u8
494.51ms,浙江卫视,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
494.51ms,甘肃卫视,https://stream1.freetv.fun/61f3c51f5803f37a6ea081e3e5d94df955fd2bcc591583685545052de4ffded7.m3u8
494.51ms,湖南卫视,http://home.yulei.online:9999/rtp/226.0.2.143:9056
494.52ms,青海卫视,https://stream1.freetv.fun/cd589c70667ca73052e90abf4610804ef83e8168420e85f4ee87ba3da944334f.m3u8
494.53ms,西藏卫视,https://stream1.freetv.fun/a8e83798e1c1f8ffca8b5c81f9b6cfb6290dedebab63c1355662dbb492ba1c2a.m3u8
494.54ms,云南卫视,https://stream1.freetv.fun/6dfe6accf61ac1181362acf0b7bd9bf39a440a54ea83763f0a078f76a9a71ba7.m3u8
494.55ms,三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-20.m3u8
494.56ms,南方卫视,http://113.101.119.50:8090/hls/109/index.m3u8
494.60ms,CCTV17-农业农村,https://stream1.freetv.fun/1316eecb8e0b4da4df15c1027663095f3479ac52479f8c8605da5c1509555414.m3u8
494.60ms,深圳卫视,http://175.0.78.209:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
494.62ms,西藏卫视,http://111.196.129.187:20000/rtp/239.3.1.47:8164
494.67ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-21.m3u8
494.70ms,CCTV3-综艺,http://123.130.84.106:8154/tsfile/live/0003_1.m3u8
494.70ms,CHC家庭影院,https://stream1.freetv.fun/ipv6-chcjia-ting-ying-yuan-2.m3u8
494.72ms,山西卫视,https://stream1.freetv.fun/shan-xi-wei-shi-40.m3u8
494.74ms,深圳卫视,http://111.193.238.3:9999/rtp/239.3.1.134:8020
494.74ms,CCTV17-农业农村,http://home.yulei.online:9999/udp/226.0.2.207:9568
494.76ms,新疆卫视,https://stream1.freetv.fun/2a6fa8f79e18cfe500b59da64583fdc346bbcfd668500473c222950c7a24ce87.m3u8
494.77ms,CCTV10-科教,http://58.19.38.162:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
494.78ms,江西卫视,http://home.yulei.online:9999/udp/226.0.2.198:9496
494.79ms,浙江卫视,http://221.226.4.10:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
494.82ms,山东齐鲁,http://61.156.228.12:8154/tsfile/live/1001_1.m3u8
494.83ms,CHC影迷电影,https://stream1.freetv.fun/ipv6-chcying-mi-dian-ying-4.m3u8
494.85ms,北京文艺频道,http://111.196.129.187:20000/rtp/239.3.1.242:8000
494.88ms,CCTV4-中文国际,http://60.2.190.206:4000/udp/239.253.92.251:6141
494.88ms,浙江卫视,https://stream1.freetv.fun/bd540d6ea7715caff181ae644e1772b8c6a023f0eb172e5fa69bec70f4dfecfe.m3u8
494.89ms,西藏卫视,https://stream1.freetv.fun/e9b551911f75a12de9d10157ac98a47d34040438240edc0626e3a1d0dfe7b3d2.m3u8
494.93ms,安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-20.m3u8
494.98ms,东南卫视,http://1.24.190.122:1080/hls/88/index.m3u8
495.01ms,淘电影,https://stream1.freetv.fun/ipv6-tao-dian-ying-5.m3u8
495.05ms,广东卫视,http://221.223.16.75:58888/rtp/239.3.1.142:8048
495.06ms,浙江卫视,http://116.9.204.242:9901/tsfile/live/0122_2.m3u8
495.07ms,CCTV11-戏曲,http://58.221.214.82:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
495.08ms,河北卫视,http://home.yulei.online:9999/udp/226.0.2.65:8432
495.11ms,广东卫视,http://221.213.91.71:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
495.16ms,深圳卫视,http://36.136.38.87:9901/tsfile/live/0126_1.m3u8
495.20ms,安徽卫视,http://58.50.156.176:4022/rtp/239.69.1.70:10060
495.20ms,北京IPTV淘BABY,http://111.196.129.187:20000/rtp/239.3.1.238:8001
